id,monthly_rent,sq_meters,bedrooms,bathrooms,city,neighborhood,floor,elevator,inserted_at,parking,month,price_per_square_meter
186123,1759,85.0,2,1,Berlin,Schoneberg,2.0,False,2023-09-06 04:20:10,False,2023-09,20.69
186094,2150,93.0,1,2,Berlin,Pankow,4.0,False,2023-09-06 04:15:59,False,2023-09,23.12
186107,1745,64.0,1,1,Berlin,Neukolln,0.0,False,2023-09-06 04:17:54,False,2023-09,27.27
211481,834,45.0,1,1,Berlin,Pankow,2.0,False,2023-10-31 14:19:27,False,2023-10,18.53
211354,1705,47.0,1,0,Berlin,Wilmersdorf,6.0,False,2023-10-31 14:03:53,False,2023-10,36.28
186151,1724,70.0,3,1,Berlin,Lichtenberg,3.0,False,2023-09-06 04:27:42,False,2023-09,24.63
186258,1690,65.0,1,1,Berlin,Pankow,2.0,False,2023-09-06 04:43:50,True,2023-09,26.0
186686,1370,54.0,1,1,Berlin,Prenzlauer-Berg,5.0,False,2023-09-07 04:07:32,False,2023-09,25.37
186693,2465,120.0,2,2,Berlin,Kreuzberg,5.0,False,2023-09-07 04:08:28,False,2023-09,20.54
186700,2686,80.0,1,1,Berlin,Kreuzberg,6.0,False,2023-09-07 04:09:26,False,2023-09,33.58
186747,1527,51.0,1,1,Berlin,Neukolln,5.0,False,2023-09-07 04:17:03,False,2023-09,29.94
186758,1982,61.0,3,1,Berlin,Lichtenberg,2.0,False,2023-09-07 04:18:46,False,2023-09,32.49
186720,1375,56.0,1,1,Berlin,Charlottenburg,5.0,False,2023-09-07 04:13:47,False,2023-09,24.55
211371,1468,48.0,1,1,Berlin,Wilmersdorf,2.0,False,2023-10-31 14:06:12,False,2023-10,30.58
186735,1008,82.0,4,1,Berlin,Gesundbrunnen,0.0,False,2023-09-07 04:15:29,False,2023-09,12.29
186739,2196,91.0,2,2,Berlin,Moabit,3.0,False,2023-09-07 04:15:57,False,2023-09,24.13
186749,1800,70.0,3,1,Berlin,Neukolln,1.0,False,2023-09-07 04:17:04,False,2023-09,25.71
186762,651,37.0,1,1,Berlin,Lichtenberg,6.0,False,2023-09-07 04:19:17,False,2023-09,17.59
186769,480,38.0,1,1,Berlin,Spandau,2.0,False,2023-09-07 04:21:00,False,2023-09,12.63
211436,1700,30.0,1,1,Berlin,Mitte,2.0,False,2023-10-31 14:13:41,False,2023-10,56.67
187230,1990,75.0,1,1,Berlin,Charlottenburg,0.0,False,2023-09-08 04:06:49,False,2023-09,26.53
187476,644,52.0,1,1,Berlin,Spandau,3.0,False,2023-09-08 04:47:12,False,2023-09,12.38
187461,1490,65.0,1,1,Berlin,Mitte,6.0,False,2023-09-08 04:42:39,True,2023-09,22.92
187347,1140,49.0,2,1,Berlin,Lichtenberg,1.0,False,2023-09-08 04:26:00,False,2023-09,23.27
187352,1724,70.0,3,1,Berlin,Lichtenberg,3.0,False,2023-09-08 04:26:50,False,2023-09,24.63
187807,2300,102.0,2,1,Berlin,Pankow,4.0,False,2023-09-09 04:08:31,False,2023-09,22.55
187893,1450,85.0,3,1,Berlin,Pankow,0.0,False,2023-09-09 04:21:18,False,2023-09,17.06
212169,1195,42.0,1,1,Berlin,Kreuzberg,1.0,False,2023-11-02 04:08:15,False,2023-11,28.45
211538,2290,117.0,3,2,Berlin,Lichtenberg,2.0,False,2023-10-31 23:14:17,True,2023-10,19.57
212179,1468,48.0,1,1,Berlin,Wilmersdorf,2.0,False,2023-11-02 04:10:14,False,2023-11,30.58
187921,2550,76.0,3,1,Berlin,Gesundbrunnen,3.0,False,2023-09-09 04:25:22,True,2023-09,33.55
188405,1800,62.0,1,1,Berlin,Mitte,2.0,False,2023-09-11 04:08:50,False,2023-09,29.03
187856,1500,38.0,1,1,Berlin,Neukolln,3.0,False,2023-09-09 04:14:47,False,2023-09,39.47
188201,1800,76.0,3,2,Berlin,Kreuzberg,3.0,False,2023-09-10 04:06:47,True,2023-09,23.68
188416,2440,88.0,2,2,Berlin,Mitte,2.0,False,2023-09-11 04:10:08,True,2023-09,27.73
188267,1310,70.0,1,1,Berlin,Pankow,4.0,False,2023-09-10 04:18:48,False,2023-09,18.71
188275,2013,86.0,3,1,Berlin,Lichtenberg,0.0,False,2023-09-10 04:21:04,False,2023-09,23.41
188406,1750,67.0,1,1,Berlin,Moabit,0.0,False,2023-09-11 04:08:50,False,2023-09,26.12
188232,1580,80.0,1,1,Berlin,Pankow,5.0,False,2023-09-10 04:11:03,False,2023-09,19.75
211593,2100,110.0,2,1,Berlin,Charlottenburg,4.0,False,2023-11-01 00:06:22,False,2023-11,19.09
188607,1355,42.0,1,1,Berlin,Moabit,4.0,False,2023-09-12 04:07:26,False,2023-09,32.26
188657,1475,96.0,2,1,Berlin,Pankow,4.0,False,2023-09-12 04:16:35,True,2023-09,15.36
212290,2177,58.0,2,1,Berlin,Mitte,5.0,False,2023-11-02 04:26:24,False,2023-11,37.53
188645,1991,125.0,1,1,Berlin,Schoneberg,5.0,False,2023-09-12 04:13:34,False,2023-09,15.93
188681,1830,102.0,2,1,Berlin,Spandau,4.0,False,2023-09-12 04:20:05,False,2023-09,17.94
211678,1125,55.0,2,1,Berlin,Neukolln,3.0,False,2023-11-01 04:12:31,False,2023-11,20.45
212182,875,35.0,1,1,Berlin,Lichtenberg,2.0,False,2023-11-02 04:10:37,True,2023-11,25.0
212291,1150,33.0,1,1,Berlin,Schoneberg,0.0,False,2023-11-02 04:26:25,False,2023-11,34.85
212227,954,83.0,2,1,Berlin,Charlottenburg,10.0,False,2023-11-02 04:17:18,False,2023-11,11.49
188975,1301,57.0,1,1,Berlin,Charlottenburg,1.0,False,2023-09-13 04:09:08,True,2023-09,22.82
212225,944,83.0,2,1,Berlin,Charlottenburg,1.0,False,2023-11-02 04:17:12,False,2023-11,11.37
189000,2950,102.0,2,1,Berlin,Friedrichshain,4.0,False,2023-09-13 04:13:12,False,2023-09,28.92
212219,588,47.0,1,1,Berlin,Charlottenburg,6.0,False,2023-11-02 04:16:55,False,2023-11,12.51
189132,1505,54.0,1,1,Berlin,Mitte,4.0,False,2023-09-13 04:37:59,False,2023-09,27.87
189045,2027,87.0,3,1,Berlin,Lichtenberg,0.0,False,2023-09-13 04:24:03,False,2023-09,23.3
189389,1886,87.0,1,1,Berlin,Charlottenburg,6.0,False,2023-09-14 04:08:51,False,2023-09,21.68
189400,1850,114.0,1,1,Berlin,Kreuzberg,5.0,False,2023-09-14 04:10:19,False,2023-09,16.23
189384,709,35.0,1,1,Berlin,Moabit,4.0,False,2023-09-14 04:08:11,False,2023-09,20.26
189443,2780,140.0,3,2,Berlin,Steglitz,4.0,False,2023-09-14 04:18:36,True,2023-09,19.86
212613,2154,144.0,1,1,Berlin,Charlottenburg,2.0,False,2023-11-03 04:26:13,False,2023-11,14.96
189419,1605,30.0,1,1,Berlin,Neukolln,0.0,False,2023-09-14 04:12:47,False,2023-09,53.5
189448,1450,62.0,1,1,Berlin,Spandau,2.0,False,2023-09-14 04:19:14,False,2023-09,23.39
212502,3600,85.0,3,2,Berlin,Kreuzberg,5.0,False,2023-11-03 04:09:53,False,2023-11,42.35
189429,1165,73.0,1,1,Berlin,Pankow,1.0,False,2023-09-14 04:15:46,True,2023-09,15.96
189425,2300,83.0,2,1,Berlin,Mitte,0.0,False,2023-09-14 04:14:22,False,2023-09,27.71
212605,3000,98.0,2,2,Berlin,Pankow,4.0,False,2023-11-03 04:24:59,False,2023-11,30.61
190036,4600,169.0,2,2,Berlin,Charlottenburg,2.0,False,2023-09-15 04:08:22,False,2023-09,27.22
190129,1200,75.0,2,1,Berlin,Pankow,2.0,False,2023-09-15 04:27:38,False,2023-09,16.0
190067,1899,50.0,1,1,Berlin,Moabit,1.0,False,2023-09-15 04:14:01,False,2023-09,37.98
190102,1500,38.0,1,1,Berlin,Neukolln,3.0,False,2023-09-15 04:21:49,False,2023-09,39.47
212629,1825,56.0,1,1,Berlin,Wilmersdorf,2.0,False,2023-11-03 04:28:02,False,2023-11,32.59
190117,1140,58.0,1,1,Berlin,Mitte,4.0,False,2023-09-15 04:24:56,True,2023-09,19.66
190501,1199,91.0,2,1,Berlin,Charlottenburg,2.0,False,2023-09-16 04:10:35,False,2023-09,13.18
190504,571,47.0,1,1,Berlin,Charlottenburg,5.0,False,2023-09-16 04:11:05,False,2023-09,12.15
190611,919,73.0,1,1,Berlin,Spandau,1.0,False,2023-09-16 04:31:12,False,2023-09,12.59
213211,931,29.0,1,1,Berlin,Lichtenberg,1.0,False,2023-11-04 04:16:19,False,2023-11,32.1
214030,1550,65.0,1,1,Berlin,Neukolln,0.0,False,2023-11-06 04:04:08,False,2023-11,23.85
213140,1468,48.0,1,1,Berlin,Wilmersdorf,2.0,False,2023-11-04 04:08:03,False,2023-11,30.58
190586,1325,94.0,2,1,Berlin,Steglitz,3.0,False,2023-09-16 04:25:49,False,2023-09,14.1
